uid,data_provider,region,lat(degrees),lon(degrees),date(yyyymmdd),time(hh:mm:ss),abun(cells/L),severity,distance_to_water(m)
tmdg,Indiana_State_Department_of_Health,midwest,3958638333,-8499486667,20210615,14:30:00,75648,2,0
tmdl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568617408,-7920039956,20151112,0:01:00,18257,1,703
tmdq,EPA_National_Aquatic_Research_Survey,midwest,4815853,-1001792,20170921,0:01:00,206256,3,0
tmef,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3851613412,-9570697032,20210920,0:01:00,595344,3,0
tmev,Wyoming_Department_of_Environmental_Quality,west,41346514,-109454676,20180919,18:00:00,1311272964,5,56
tmfh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.12,-7891149301,20180521,0:01:00,6512,1,38
tmfo,Pennsylvania_Department_of_Environmental_Protection,northeast,401125,-7952821,20210614,16:00:00,0,1,0
tmgu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.07,-7904695675,20200722,0:01:00,871,1,475
tmgy,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921067,-9697298,20140804,0:01:00,71.82,2,0
tmhd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,358693067,-7883220177,20170720,0:01:00,4149,1,397
tmif,Indiana_State_Department_of_Health,midwest,4155087787,-8636162603,20180716,17:30:00,407655,3,0
tmil,California_Environmental_Data_Exchange_Network,west,372764,-120954,20140210,19:15:00,1900113,4,641
tmiy,California_Environmental_Data_Exchange_Network,west,381602,-121206,20200317,19:20:00,17029145,4,71
tmjc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-7909683555,20180411,0:01:00,58854,2,635
tmjp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356292985,-7930603979,20141125,0:01:00,894,1,769
tmjq,California_Environmental_Data_Exchange_Network,west,381156,-121494,20141021,15:00:00,5412068,4,177
tmlc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567299981,-7922486933,20210712,0:01:00,46957,2,290
tmmw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3589477317,-790360225,20150506,0:01:00,27.23,2,1659
tmqf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,389725,-9467293,20160906,0:01:00,456435,3,0
tmra,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3600756,-7896791655,20130709,0:01:00,17.58,1,1130
tmrp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570208966,-7917083809,20180809,0:01:00,617,1,164
tmsd,California_Environmental_Data_Exchange_Network,west,372639,-120906,20200226,17:20:00,2405975,4,689
tmsl,California_Environmental_Data_Exchange_Network,west,38785,-121653,20131119,0:00:00,1763147,4,66
tmsp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35907289,-7913619293,20200715,0:01:00,718878,3,692
tmsu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3589738192,-790569017,20160406,0:01:00,21784,2,1740
tmsw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7875415335,20160209,0:01:00,726,1,1028
tmte,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36055,-78763,20140605,0:01:00,109067,3,0
tmtu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566706474,-7923589309,20170124,0:01:00,21784,2,129
tmvg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-790127485,20150422,0:01:00,145,1,0
tmwn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36055,-78763,20150813,0:01:00,303526,3,0
tmwr,US_Army_Corps_of_Engineers,northeast,40473408,-79203151,20150922,14:15:00,161071429,1,9
tmwu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.31,-7911675741,20201013,0:01:00,149948,3,356
tmxq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7874769074,20150813,0:01:00,172821,3,1182
tmxr,California_Environmental_Data_Exchange_Network,west,380739,-121212,20161017,16:40:00,3829409,4,2898
tmxv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566009169,-7924884477,20200924,0:01:00,683,1,519
tmyg,California_Environmental_Data_Exchange_Network,west,380609,-121209,20170516,16:00:00,3282317,4,3549
tmyz,California_Environmental_Data_Exchange_Network,west,382104,-121262,20150120,20:40:00,64053005,4,725
tmzc,California_Environmental_Data_Exchange_Network,west,349414,-120573,20170110,20:20:00,1207979,4,1943
tmzr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7872184031,20140114,0:01:00,5083,1,553
tnac,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587461739,-7887470585,20200813,0:01:00,484,1,354
tnae,Wyoming_Department_of_Environmental_Quality,west,4124576,-109592962,20170801,18:15:00,5038395,2,28
tnao,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3420618,-7892615816,20140603,0:01:00,269978,3,2169
tndn,California_Environmental_Data_Exchange_Network,west,388121,-121774,20200521,20:30:00,5510,4,9
tnfn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570235581,-7917034375,20180709,0:01:00,726,1,223
tngp,California_Environmental_Data_Exchange_Network,west,37515,-121012,20150113,17:40:00,-230253,4,690
tnhu,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3982640667,-9552873464,20171009,0:01:00,746.55,3,9
tnhy,California_Environmental_Data_Exchange_Network,west,369818,-120221,20200812,18:00:00,2956667,4,3662
tnjl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590859338,-7914663253,20210428,0:01:00,4.72,1,295
tnjq,California_Environmental_Data_Exchange_Network,west,374806,-121031,20210615,16:30:00,2637.53,4,1265
tnjr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565548735,-7925739684,20140414,0:01:00,10747,1,250
tnkp,Pennsylvania_Department_of_Environmental_Protection,northeast,4064608,-805122,20190917,15:00:00,0,1,0
tnkv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-78.76,20210722,0:01:00,123443,3,0
tnla,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588287846,-7894082331,20161213,0:01:00,24205,2,497
tnlg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7876459295,20160913,0:01:00,8299,1,316
tnna,EPA_Central_Data_Exchange,midwest,42.11,-81575,20170813,0:01:00,238464913,2,0
tnnq,EPA_Central_Data_Exchange,midwest,42281667,-81671667,20170813,0:01:00,3828185048,2,0
tnnu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35573,-7893784057,20130930,0:01:00,2234,1,1205
tnqj,California_Environmental_Data_Exchange_Network,west,370062,-120.6,20210309,19:25:00,4240,4,1186
tnrk,California_Environmental_Data_Exchange_Network,west,355621,-119151,20180403,17:00:00,1721.25,4,537
tnrx,California_Environmental_Data_Exchange_Network,west,372583,-120475,20191204,17:30:00,61512935,4,993
tntm,Pennsylvania_Department_of_Environmental_Protection,northeast,4169472,-8009417,20200831,14:10:00,138,3,0
tnvh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591188539,-7917298009,20130904,0:01:00,30014,2,193
tnwa,US_Army_Corps_of_Engineers,midwest,41003574,-81060687,20160802,17:00:00,4389294404,1,0
tnwc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563126798,-7930238168,20150622,0:01:00,1941,1,1088
tnxg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566626629,-7923737611,20170621,0:01:00,156846,3,75
tnxl,California_Environmental_Data_Exchange_Network,west,327414,-117083,20130515,15:57:00,746678,4,2032
tnxr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588840655,-7898506732,20190822,0:01:00,10456,1,129
tnxw,New_Mexico_Environment_Department,west,36635965,-105449618,20170719,0:01:00,15868096,1,0
tnya,California_Environmental_Data_Exchange_Network,west,367368,-121734,20140430,19:10:00,1072840,4,13
tnyd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.39,-7885730652,20190828,0:01:00,256129,3,362
tnye,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-7911186345,20200818,0:01:00,182116,3,1537
tnyv,Pennsylvania_Department_of_Environmental_Protection,northeast,4129126,-801833,20190731,10:55:00,456.2,3,0
tnzp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.53,-7908200538,20170627,0:01:00,387,1,1742
toaf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3761429993,-9762981051,20180723,0:01:00,83733,4,9
tobi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-7870593235,20211214,0:01:00,4357,1,86
todo,New_Mexico_Environment_Department,west,3534306,-10344917,20150324,0:01:00,2841757751,1,0
todv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572646871,-7912555664,20190520,0:01:00,145228,3,693
todz,US_Army_Corps_of_Engineers,northeast,41309434,-80461686,20150729,16:05:00,1229810185,3,0
tohb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.1,-7889334799,20180607,0:01:00,1878,1,887
toim,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.14,-7906974578,20210810,0:01:00,10166,1,486
toiy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570049278,-7917380412,20130730,0:01:00,2033,1,141
toiz,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3866955668,-9561899181,20180910,0:01:00,84105,2,9
tojg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564364381,-7927939492,20200109,0:01:00,94,1,653
tokb,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38780916,-95549753,20210712,0:01:00,109282,3,13
tokc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356331044,-7929897074,20151207,0:01:00,1991029,4,1093
tolm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,358909532,-7900544939,20200924,0:01:00,307.52,3,748
toms,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35713,-7903919563,20151112,0:01:00,6703,1,0
tomw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35742,-7923487199,20160810,0:01:00,4841,1,584
tono,California_Environmental_Data_Exchange_Network,west,404189,-122214,20150722,17:00:00,1595136,4,817
tonu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568319323,-7920593615,20151112,0:01:00,1162,1,1149
toof,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591405935,-7919037942,20140805,0:01:00,294086,3,308
toqe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.14,-76.67,20210916,0:01:00,110844,3,84
toqi,California_Environmental_Data_Exchange_Network,west,390258,-121727,20200617,22:11:00,4011773,4,33
toqn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3527816,-7904418845,20150818,0:01:00,1431,1,124
toqu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566919391,-7923193838,20151207,0:01:00,8875,1,567
torq,Pennsylvania_Department_of_Environmental_Protection,northeast,4020305,-800094,20190822,14:40:00,0,1,1363
tosu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-7899948391,20210615,0:01:00,31.28,2,2013
tosy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-788065999,20190529,0:01:00,39806,2,112
totx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563704337,-7929165452,20151012,0:01:00,11792,1,412
toxx,US_Army_Corps_of_Engineers,midwest,41021659,-80999996,20171010,17:00:00,9749879227,1,0
toyo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36039,-7908798688,20130925,0:01:00,7871,1,75
tozt,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,393992,-9942481,20170905,0:01:00,52605,2,0
tpaj,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921067,-9697298,20161010,0:01:00,1666.98,4,0
tpat,California_Environmental_Data_Exchange_Network,west,376003,-121224,20200908,15:40:00,5515,4,1306
tpbj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67,-7905016996,20200820,0:01:00,134215,3,381
tpbn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-7901981755,20160810,0:01:00,113762,3,0
tpcm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7883518452,20210526,0:01:00,35756,2,464
tpcn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.97,-7908511972,20210929,0:01:00,363,1,504
tpcq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-790926831,20170624,0:01:00,9682,1,732
tpdh,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921155,-9700559,20170619,0:01:00,38.43,2,26
tpdi,New_Mexico_Environment_Department,west,35978104,-10591934,20171016,0:01:00,1930646584,3,0
tped,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568401829,-792044037,20150806,0:01:00,65353,2,992
tpek,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.46,-7886923749,20190520,0:01:00,548,1,643
tper,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902332735,20170816,0:01:00,59301,2,0
tpfn,Pennsylvania_Department_of_Environmental_Protection,northeast,4022938,-7727892,20210830,13:52:00,231.8,3,19
tpft,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567781707,-792159218,20181206,0:01:00,43024,2,482
tpgd,California_Environmental_Data_Exchange_Network,west,378189,-121358,20200122,19:10:00,56693315,4,162
tpgf,California_Environmental_Data_Exchange_Network,west,377025,-121177,20150408,17:53:00,218953975,4,13
tpgr,Pennsylvania_Department_of_Environmental_Protection,northeast,39902,-7517832,20170817,14:55:00,45809,1,0
tpgt,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3872020003,-7508008333,20180814,12:00:00,1232000046,3,0
tpia,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587657396,-7889036525,20210909,0:01:00,14523,1,457
tpiz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356838586,-7920470031,20150824,0:01:00,38727,2,1024
tpji,EPA_Central_Data_Exchange,northeast,43503333,-79353333,20170815,0:01:00,1061137159,1,0
tplp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569336004,-7918705241,20170418,0:01:00,14132,1,443
tpmz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591281709,-7918043694,20140319,0:01:00,6777,1,632
tpnj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562653057,-7931118091,20151207,0:01:00,337,1,677
tpnz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.17,-84.3,20190514,0:01:00,1524,1,19
tppm,Pennsylvania_Department_of_Environmental_Protection,northeast,4137746,-7530423,20200824,17:50:00,46467,2,237
tpqi,US_Army_Corps_of_Engineers,northeast,41267694,-80470129,20130624,19:45:00,447420635,1,0
tprg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591480471,-791963449,20141125,0:01:00,11618,1,281
tprw,California_Environmental_Data_Exchange_Network,west,363215,-121295,20181205,17:05:00,113859025,4,59
tptd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902327792,20170816,0:01:00,181293,3,0
tpuc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7879466893,20180816,0:01:00,1291,1,664
tpue,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.63,-78.58,20190115,0:01:00,1189,1,199
tpvh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564377689,-7927914775,20191205,0:01:00,2.63,1,641
tpwc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7880038586,20181217,0:01:00,2796,1,609
tpxh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569043243,-7919249013,20190516,0:01:00,1815,1,1010
tpxq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564222,-7889036525,20160720,0:01:00,8133,1,743
tpxw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.33,-7907330502,20180619,0:01:00,367213,3,348
tpzj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563675061,-792921983,20151207,0:01:00,376,1,428
tpzl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7880833984,20190613,0:01:00,15249,1,282
tqah,California_Environmental_Data_Exchange_Network,west,381602,-121206,20210119,20:50:00,781325,3,71
tqaw,US_Army_Corps_of_Engineers,northeast,41992305,-78929219,20191008,15:54:00,4154620181,1,0
tqbn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570400592,-7916727885,20140813,0:01:00,6777,1,610
tqbo,EPA_Central_Data_Exchange,northeast,42516667,-79893333,20180813,0:01:00,288101505,1,0
tqbr,California_Environmental_Data_Exchange_Network,west,380739,-121212,20150120,18:30:00,64443785,4,2898
tqdw,Wyoming_Department_of_Environmental_Quality,west,42076563,-104996733,20190909,0:01:00,15135789,3,0
tqen,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7877428686,20170524,0:01:00,31466,2,309
tqeo,California_Environmental_Data_Exchange_Network,west,374419,-121003,20180409,16:20:00,7398533,4,872
tqes,California_Environmental_Data_Exchange_Network,west,373166,-122102,20190211,18:35:00,5809361,4,481
tqfe,EPA_Water_Quality_Data_Portal,west,412266,-1237719,20180725,18:00:00,2013,1,21
tqfg,California_Environmental_Data_Exchange_Network,west,353575,-120812,20200420,15:15:00,1007096,4,1176
tqfm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586359227,-7878646639,20141125,0:01:00,5174,1,1894
tqfz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570371316,-7916782262,20140715,0:01:00,1452,1,543
tqgf,Indiana_State_Department_of_Health,midwest,38814,-8608063972,20180806,19:45:00,39603,2,0
tqgz,California_Environmental_Data_Exchange_Network,west,367025,-121709,20140430,18:10:00,448274,4,939
tqhj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566003846,-7924894364,20200924,0:01:00,2504,1,529
tqib,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88,-7912343099,20140812,0:01:00,34855,2,428
tqkj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.13,-7872283456,20190802,0:01:00,16955,1,658
tqnk,California_Environmental_Data_Exchange_Network,west,376106,-121229,20170711,16:00:00,5050,4,981
tqoo,California_Environmental_Data_Exchange_Network,west,361814,-120049,20190306,16:00:00,35656325,4,13
tqpq,California_Environmental_Data_Exchange_Network,west,376399,-121.78,20170411,15:15:00,5965,4,743
tqrt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35742,-7922741513,20160509,0:01:00,66643,2,1218
tqsw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73,-76.73,20181218,0:01:00,581,1,167
tquq,California_Environmental_Data_Exchange_Network,west,369818,-120221,20160614,17:40:00,28296635,4,3662
tqvc,California_Environmental_Data_Exchange_Network,west,369128,-121744,20211213,16:35:00,1577239,4,2132
tqxq,US_Army_Corps_of_Engineers,south,39693343,-79388427,20140826,18:30:00,2373684211,1,46
tqye,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569141717,-7919066108,20180809,0:01:00,59543,2,824
tqyl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565436,-7900743789,20160622,0:01:00,43568,2,654
tqyq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35742,-7920330463,20150520,0:01:00,2641,1,365
tqza,US_Army_Corps_of_Engineers,northeast,42105059,-78751274,20150909,16:30:00,26099537,1,261
tqzn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566796963,-7923421234,20160719,0:01:00,218,1,297
trba,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3589579803,-7904422504,20150723,0:01:00,35339,2,2479
trfl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356312946,-7930233224,20150622,0:01:00,14087,1,1097
trgf,California_Environmental_Data_Exchange_Network,west,367723,-121788,20170928,14:05:00,3725,4,29
trgo,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39845,-95376,20150914,0:01:00,747495,3,0
trgx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36115,-7890801314,20130619,0:01:00,65353,2,122
trhm,EPA_National_Aquatic_Research_Survey,midwest,4097766,-9009147,20170808,0:01:00,434352,3,0
trhx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568481673,-7920292069,20150520,0:01:00,917,1,867
trkd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570440514,-7916653734,20140813,0:01:00,1162,1,700
trlu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591092263,-7916527467,20130604,0:01:00,38765,2,1030
trlx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,357144921,-7914780189,20160915,0:01:00,70072,2,641
trmi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-7895449421,20180828,0:01:00,11628,1,0
troh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7876434439,20160913,0:01:00,26763,2,316
troi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569285436,-7918799165,20170720,0:01:00,14684,1,531
trok,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-7895374852,20180716,0:01:00,158281,3,0
trpj,US_Army_Corps_of_Engineers,northeast,42038186,-78908886,20150711,17:45:00,1358011111,3,0
trpp,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3911775544,-9463771926,20190624,0:01:00,345.82,3,9
trpy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-7901818623,20160509,0:01:00,67967,2,0
trqa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3571686081,-7914340228,20180730,0:01:00,2935,1,283
trqu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563371654,-7929783376,20150824,0:01:00,6261,1,967
trrf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567728477,-7921691048,20190410,0:01:00,15249,1,417
trsj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566983266,-7923075197,20150824,0:01:00,139338,3,710
trsw,California_Environmental_Data_Exchange_Network,west,373906,-120958,20130910,20:50:00,1855.97,4,467
trsz,California_Environmental_Data_Exchange_Network,west,367518,-121742,20130130,17:55:00,5970,4,253
trur,Pennsylvania_Department_of_Environmental_Protection,northeast,4040632,-7607347,20200730,16:15:00,162867,3,26
trut,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3876866665,-7531788333,20190626,15:12:00,625,1,0
trvj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-7911151742,20200723,0:01:00,262378,3,1562
trvy,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3837611,-9707583,20140707,0:01:00,1055.25,4,0
trvz,EPA_Central_Data_Exchange,northeast,43731667,-77016667,20140426,0:01:00,220262519,1,0
trxa,California_Environmental_Data_Exchange_Network,west,382397,-121.54,20210428,18:45:00,1041794,4,0
trxl,EPA_Central_Data_Exchange,northeast,43.58,-77.2,20160410,0:01:00,213989539,1,0
tryt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567574112,-7921977764,20200109,0:01:00,1984,1,404
tryv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.11,-7890378759,20180705,0:01:00,4758,1,793
tsai,California_Environmental_Data_Exchange_Network,west,379674,-121464,20150818,18:50:00,1360982,4,124
tsbo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8,-7904018431,20171018,0:01:00,7261,1,462
tscd,California_Environmental_Data_Exchange_Network,west,349576,-120631,20211217,18:30:00,3792,4,1658
tscq,California_Environmental_Data_Exchange_Network,west,378717,-121526,20160920,19:20:00,3894539,4,75
tsfb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3585828159,-7874396231,20180604,0:01:00,63,1,1074
tsgc,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,393992,-9942481,20191021,0:01:00,75698,2,0
tshs,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,379631,-10175919,20171002,0:01:00,38745,2,13
tskb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7881405676,20191120,0:01:00,14938,1,382
tskq,US_Army_Corps_of_Engineers,northeast,42027378,-78967089,20191104,14:53:00,1074883333,1,0
tsks,California_Environmental_Data_Exchange_Network,west,367489,-120513,20160108,21:15:00,5545,4,5962
tsmc,California_Environmental_Data_Exchange_Network,west,349552,-120487,20140825,21:20:00,379.75,3,519
tsnd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3473475,-7744025,20140814,0:01:00,48893,2,0
tsoq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,357097813,-7915655169,20160810,0:01:00,8983,1,258
tsrp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569532953,-791833943,20160509,0:01:00,18672,1,335
tssy,California_Environmental_Data_Exchange_Network,west,380455,-121469,20180410,16:50:00,32464955,4,91
tsua,US_Army_Corps_of_Engineers,northeast,39794631,-79368053,20141022,14:30:00,254323308,1,0
tsuk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586452397,-7879392325,20150622,0:01:00,1291,1,1406
tsuv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35837,-79001,20150127,0:01:00,70436,2,0
tsuz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356990822,-7917642412,20140519,0:01:00,2178,1,250
tsvk,California_Environmental_Data_Exchange_Network,west,364638,-119223,20161216,19:45:00,546.25,3,190
tsxl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570858364,-7915877622,20210713,0:01:00,2033,1,0
tsxs,EPA_Central_Data_Exchange,midwest,44761667,-82783333,20150421,0:01:00,717576924,1,0
tsyi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-7867933623,20200318,0:01:00,21784,2,276
tsyo,California_Environmental_Data_Exchange_Network,west,378717,-121526,20210721,18:20:00,4695638,4,75
tsyw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588222627,-7893560351,20160810,0:01:00,9295,1,560
tszb,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3916522,-9691105,20150914,0:01:00,104895,3,0
tszj,EPA_Central_Data_Exchange,midwest,480825,-89252383,20190824,0:01:00,2562086278,1,0
tszk,California_Environmental_Data_Exchange_Network,west,374583,-120967,20180814,18:30:00,1204.67,4,881
